return_id,order_id,return_date,return_reason,refund_amount
300550,9010049,2025-05-06,Quality Issue,214.88
300551,9010052,2024-09-27,Changed Mind,8967.39
300552,9010066,2025-04-15,Changed Mind,783.36
300553,9010069,2025-05-17,Late Delivery,1773.3
300554,9010087,2024-07-07,Damaged,1001.1
300555,9010088,2025-05-25,Wrong Item,7595.7
300556,9010111,2025-07-18,Wrong Item,2322.95
300557,9010116,2024-02-23,Changed Mind,2253.24
300558,9010144,2024-07-28,Late Delivery,808.79
300559,9010151,2025-06-04,Quality Issue,14378.77
300560,9010195,2024-02-18,Quality Issue,4485.74
300561,9010206,2024-04-14,Late Delivery,3041.02
300562,9010227,2024-08-25,Wrong Item,1302.47
300563,9010257,2024-02-10,Late Delivery,3636.98
300564,9010267,2025-06-01,Changed Mind,2214.46
300565,9010269,2024-07-15,Wrong Item,47228.16
300566,9010303,2025-02-07,Damaged,1810.96
300567,9010328,2024-10-07,Changed Mind,684.1
300568,9010337,2025-02-13,Changed Mind,4262.94
300569,9010341,2025-12-17,Wrong Item,362.07
300570,9010353,2025-10-12,Changed Mind,889.5
300571,9010359,2024-07-03,Quality Issue,3253.48
300572,9010361,2025-12-17,Late Delivery,10125.29
300573,9010367,2024-02-15,Wrong Item,5451.29
300574,9010379,2024-07-03,Wrong Item,10786.9
300575,9010380,2025-08-27,Changed Mind,1898.93
300576,9010396,2025-06-25,Changed Mind,4584.96
300577,9010403,2026-01-01,Late Delivery,9696.47
300578,9010415,2024-02-09,Wrong Item,652.86
300579,9010416,2024-02-07,Changed Mind,1224.72
300580,9010423,2024-02-12,Damaged,3057.5
300581,9010427,2025-08-26,Changed Mind,3987.31
300582,9010455,2025-04-19,Wrong Item,57327.24
300583,9010456,2024-02-21,Late Delivery,870.46
300584,9010473,2024-07-19,Damaged,4368.55
300585,9010496,2025-07-26,Changed Mind,1516.8
300586,9010516,2025-12-18,Wrong Item,1801.24
300587,9010518,2025-08-30,Damaged,497.18
300588,9010530,2025-12-17,Changed Mind,2943.33
300589,9010539,2024-08-04,Damaged,922.04
300590,9010543,2025-05-18,Quality Issue,1683.24
300591,9010546,2025-08-01,Damaged,7265.81
300592,9010548,2025-04-01,Quality Issue,4286.15
300593,9010556,2025-11-30,Wrong Item,556.23
300594,9010604,2024-08-03,Wrong Item,3348.92
300595,9010626,2024-04-20,Changed Mind,5194.0
300596,9010641,2025-05-08,Changed Mind,1460.02
300597,9010644,2024-03-09,Damaged,533.97
300598,9010698,2024-02-20,Late Delivery,9068.52
300599,9010721,2025-03-10,Changed Mind,4693.0
300600,9010724,2024-03-20,Quality Issue,3001.06
300601,9010754,2024-02-11,Late Delivery,762.4
300602,9010777,2024-08-20,Wrong Item,1164.99
300603,9010780,2025-02-28,Quality Issue,2898.54
300604,9010795,2024-08-06,Changed Mind,729.75
300605,9010847,2025-11-09,Wrong Item,729.78
300606,9010858,2025-07-07,Late Delivery,606.42
300607,9010868,2025-07-15,Wrong Item,1437.37
300608,9010878,2025-12-03,Changed Mind,2465.29
300609,9010892,2025-02-06,Wrong Item,3046.52
300610,9010899,2025-08-26,Damaged,4634.82
300611,9010908,2025-12-17,Quality Issue,474.07
300612,9010927,2025-07-09,Wrong Item,1016.7
300613,9010945,2025-05-09,Damaged,713.09
300614,9010964,2025-01-16,Damaged,14561.85
300615,9010965,2024-11-19,Changed Mind,1621.97
300616,9011024,2025-07-23,Quality Issue,50536.01
300617,9011032,2025-04-02,Quality Issue,1354.32
300618,9011042,2025-12-19,Changed Mind,2668.49
300619,9011079,2024-07-28,Changed Mind,5733.07
300620,9011081,2025-04-11,Quality Issue,399.13
300621,9011086,2024-09-26,Damaged,613.99
300622,9011094,2025-04-20,Damaged,3381.56
300623,9011100,2024-04-24,Late Delivery,2541.99
300624,9011126,2025-05-16,Quality Issue,497.41
300625,9011186,2025-04-08,Wrong Item,8623.83
300626,9011192,2024-11-08,Wrong Item,2268.22
300627,9011204,2024-06-02,Changed Mind,1085.13
300628,9011258,2024-09-23,Quality Issue,5906.54
300629,9011266,2024-11-26,Changed Mind,230.21
300630,9011355,2024-09-22,Damaged,812.3
300631,9011398,2025-11-04,Changed Mind,1156.8
300632,9011427,2024-07-24,Changed Mind,1248.22
300633,9011457,2024-09-14,Quality Issue,9924.0
300634,9011462,2025-06-02,Late Delivery,911.09
300635,9011465,2024-01-07,Damaged,2785.6
300636,9011520,2024-01-26,Late Delivery,4164.4
300637,9011529,2025-09-16,Wrong Item,3304.74
300638,9011531,2024-10-26,Late Delivery,2690.3
300639,9011538,2025-02-15,Late Delivery,925.29
300640,9011546,2024-08-12,Quality Issue,607.63
300641,9011556,2024-11-03,Wrong Item,27207.34
300642,9011591,2025-02-02,Damaged,9940.29
300643,9011599,2024-12-28,Quality Issue,1938.93
300644,9011601,2024-09-27,Wrong Item,16002.08
300645,9011602,2024-10-24,Changed Mind,7821.48
300646,9011617,2024-07-30,Late Delivery,2032.83
300647,9011618,2024-12-17,Damaged,2706.18
300648,9011671,2025-11-23,Late Delivery,6133.95
300649,9011686,2024-03-24,Late Delivery,2481.26
300650,9011703,2024-08-05,Late Delivery,777.17
300651,9011710,2024-08-08,Damaged,3485.16
300652,9011759,2024-08-17,Late Delivery,6093.04
300653,9011773,2024-10-29,Wrong Item,1053.79
300654,9011785,2025-06-14,Damaged,571.08
300655,9011793,2024-07-07,Late Delivery,5145.94
300656,9011798,2024-07-03,Damaged,7246.2
300657,9011829,2024-08-29,Quality Issue,40007.67
300658,9011842,2024-06-03,Quality Issue,791.17
300659,9011845,2024-12-03,Changed Mind,58667.46
300660,9011878,2025-08-10,Wrong Item,803.98
300661,9011887,2024-10-11,Wrong Item,491.33
300662,9011928,2024-02-26,Wrong Item,519.25
300663,9011929,2025-03-12,Changed Mind,1150.33
300664,9011932,2025-10-28,Changed Mind,526.2
300665,9011935,2024-04-19,Changed Mind,2670.16
300666,9011959,2025-06-01,Late Delivery,18431.88
300667,9012005,2025-09-04,Wrong Item,15665.22
300668,9012009,2024-12-30,Late Delivery,920.73
300669,9012022,2024-02-08,Wrong Item,2796.26
300670,9012027,2025-06-30,Late Delivery,1985.74
300671,9012036,2025-07-31,Wrong Item,1220.38
300672,9012048,2025-10-13,Late Delivery,4128.63
300673,9012066,2025-12-07,Quality Issue,6669.0
300674,9012075,2025-03-26,Late Delivery,1081.62
300675,9012087,2025-04-11,Damaged,288.08
300676,9012116,2024-09-24,Changed Mind,2469.63
300677,9012130,2025-02-03,Changed Mind,2611.1
300678,9012154,2024-09-28,Damaged,758.25
300679,9012171,2024-09-07,Damaged,689.1
300680,9012206,2024-10-02,Changed Mind,506.44
300681,9012211,2025-09-18,Late Delivery,7852.47
300682,9012248,2024-05-20,Wrong Item,1106.97
300683,9012272,2025-03-26,Quality Issue,2498.38
300684,9012275,2024-04-29,Damaged,472.73
300685,9012303,2025-01-08,Late Delivery,4185.84
300686,9012325,2024-04-27,Damaged,18001.91
300687,9012360,2024-11-14,Wrong Item,1686.06
300688,9012375,2024-11-12,Changed Mind,737.69
300689,9012407,2025-02-18,Wrong Item,4377.57
300690,9012431,2025-05-10,Wrong Item,8936.95
300691,9012490,2025-07-27,Late Delivery,921.13
300692,9012508,2024-10-04,Damaged,7648.22
300693,9012510,2024-01-29,Damaged,3160.61
300694,9012512,2025-03-24,Damaged,1092.6
300695,9012548,2024-04-28,Changed Mind,163.41
300696,9012584,2024-08-06,Damaged,18251.49
300697,9012598,2025-12-17,Quality Issue,3920.43
300698,9012610,2024-04-08,Damaged,1111.56
300699,9012657,2024-08-14,Changed Mind,2283.88
300700,9012695,2025-12-11,Damaged,727.84
300701,9012715,2024-02-08,Wrong Item,1409.94
300702,9012729,2024-03-04,Late Delivery,842.18
300703,9012768,2024-07-08,Late Delivery,1263.19
300704,9012827,2024-04-06,Damaged,1390.93
300705,9012855,2024-02-07,Quality Issue,1333.1
300706,9012862,2025-09-21,Wrong Item,6289.78
300707,9012865,2025-03-18,Wrong Item,5691.27
300708,9012868,2024-05-24,Changed Mind,10458.85
300709,9012887,2024-12-03,Wrong Item,1569.39
300710,9012917,2025-05-10,Quality Issue,2170.82
300711,9012939,2025-01-30,Wrong Item,2477.55
300712,9012943,2026-01-15,Damaged,458.9
300713,9012947,2025-07-18,Late Delivery,7595.48
300714,9012957,2024-12-31,Changed Mind,3706.86
300715,9012974,2025-05-15,Late Delivery,2919.55
300716,9012997,2025-09-04,Wrong Item,1082.1
300717,9013014,2025-07-11,Late Delivery,1420.04
300718,9013030,2025-10-02,Wrong Item,1747.16
300719,9013043,2024-03-25,Damaged,2962.95
300720,9013115,2025-01-10,Wrong Item,684.44
300721,9013140,2025-03-13,Quality Issue,644.67
300722,9013153,2025-02-18,Wrong Item,10561.36
300723,9013154,2024-05-17,Late Delivery,2441.3
300724,9013162,2025-10-06,Changed Mind,1104.72
300725,9013187,2024-06-18,Late Delivery,351.01
300726,9013203,2024-12-02,Changed Mind,84.15
300727,9013257,2024-07-24,Damaged,799.69
300728,9013266,2024-02-07,Late Delivery,3731.02
300729,9013298,2024-05-30,Late Delivery,3036.99
300730,9013324,2024-12-11,Quality Issue,1670.4
300731,9013346,2024-02-23,Quality Issue,40440.69
300732,9013351,2025-01-17,Damaged,2715.25
300733,9013364,2025-10-10,Late Delivery,1818.12
300734,9013372,2024-03-17,Changed Mind,3403.09
300735,9013389,2025-04-25,Wrong Item,2791.73
300736,9013398,2025-05-22,Wrong Item,2247.63
300737,9013420,2025-04-08,Changed Mind,2006.04
300738,9013444,2025-03-16,Damaged,3689.22
300739,9013447,2025-05-11,Changed Mind,1932.48
300740,9013464,2025-02-20,Late Delivery,7179.92
300741,9013502,2024-11-29,Late Delivery,2406.98
300742,9013573,2024-10-21,Quality Issue,1711.79
300743,9013580,2025-10-21,Quality Issue,13390.49
300744,9013595,2025-12-13,Wrong Item,6878.07
300745,9013607,2024-04-10,Changed Mind,2559.03
300746,9013609,2024-02-03,Wrong Item,838.38
300747,9013651,2025-12-13,Damaged,3555.27
300748,9013655,2024-11-24,Damaged,2537.15
300749,9013687,2025-12-31,Late Delivery,5276.13
300750,9013708,2024-04-17,Damaged,2731.25
300751,9013726,2025-02-23,Wrong Item,40440.69
300752,9013754,2025-06-13,Changed Mind,4257.43
300753,9013762,2025-01-22,Changed Mind,360.58
300754,9013800,2024-08-05,Damaged,131674.14
300755,9013821,2025-06-16,Wrong Item,479.79
300756,9013826,2025-05-27,Quality Issue,794.5
300757,9013870,2024-05-17,Wrong Item,2637.18
300758,9013903,2024-08-11,Wrong Item,7298.45
300759,9013940,2024-02-22,Late Delivery,21056.67
300760,9013956,2025-02-02,Late Delivery,621.68
300761,9013965,2025-07-14,Wrong Item,618.66
300762,9014082,2024-08-13,Late Delivery,2985.34
300763,9014091,2025-10-22,Changed Mind,998.73
300764,9014111,2025-12-04,Quality Issue,23899.52
300765,9014119,2024-04-08,Quality Issue,4650.12
300766,9014170,2024-05-02,Late Delivery,4716.07
300767,9014189,2025-11-10,Damaged,3386.08
300768,9014220,2024-12-21,Late Delivery,20939.88
300769,9014234,2024-05-25,Late Delivery,2923.9
300770,9014235,2024-06-15,Late Delivery,372.22
300771,9014241,2025-11-17,Late Delivery,1501.34
300772,9014277,2024-12-04,Changed Mind,357.42
300773,9014281,2025-03-20,Quality Issue,450.83
300774,9014297,2024-12-17,Wrong Item,163.41
300775,9014335,2024-06-05,Damaged,648.63
300776,9014344,2024-03-20,Changed Mind,789.87
300777,9014345,2024-12-18,Damaged,3351.72
300778,9014360,2024-05-08,Quality Issue,3391.43
300779,9014379,2025-05-10,Late Delivery,2018.69
300780,9014381,2024-06-04,Late Delivery,2204.56
300781,9014382,2024-08-04,Wrong Item,812.71
300782,9014408,2025-07-07,Changed Mind,6533.47
300783,9014411,2025-10-11,Damaged,4715.8
300784,9014424,2025-05-25,Damaged,902.55
300785,9014453,2025-08-09,Quality Issue,23680.71
300786,9014494,2024-08-29,Late Delivery,2488.02
300787,9014501,2024-07-23,Damaged,5824.71
300788,9014539,2025-12-17,Quality Issue,1909.95
300789,9014581,2025-07-24,Quality Issue,1802.32
300790,9014594,2024-11-09,Damaged,3142.93
300791,9014644,2024-04-01,Quality Issue,2262.44
300792,9014680,2025-12-25,Late Delivery,49675.44
300793,9014688,2024-04-12,Wrong Item,698.15
300794,9014707,2024-02-11,Quality Issue,1518.16
300795,9014751,2024-06-17,Changed Mind,705.86
300796,9014779,2025-12-12,Quality Issue,912.31
300797,9014789,2025-02-04,Wrong Item,1081.42
300798,9014792,2024-06-20,Changed Mind,35246.83
300799,9014834,2024-11-22,Quality Issue,5130.77
300800,9014857,2025-06-15,Changed Mind,1969.71
300801,9014893,2025-06-27,Damaged,1369.03
300802,9014921,2024-04-13,Wrong Item,6661.9
300803,9014952,2024-11-21,Damaged,1817.17
300804,9014958,2024-06-05,Changed Mind,1626.34
300805,9014961,2025-04-01,Quality Issue,1921.31
300806,9014972,2025-03-15,Wrong Item,19628.91
300807,9014977,2025-10-25,Late Delivery,2306.77
300808,9014987,2025-01-01,Late Delivery,463.18
300809,9014995,2024-11-07,Changed Mind,65700.2
300810,9015007,2025-10-03,Quality Issue,12014.9
300811,9015009,2025-11-09,Late Delivery,1054.3
300812,9015114,2025-06-01,Wrong Item,2210.74
300813,9015119,2024-06-30,Wrong Item,1905.74
300814,9015177,2024-06-27,Damaged,2981.91
300815,9015206,2025-09-16,Damaged,16818.56
300816,9015221,2025-01-29,Quality Issue,3494.05
300817,9015222,2024-06-15,Changed Mind,1267.83
300818,9015235,2025-03-03,Damaged,12512.22
300819,9015248,2024-05-19,Damaged,2031.48
300820,9015272,2025-04-30,Damaged,2361.69
300821,9015289,2025-07-27,Wrong Item,218.93
300822,9015290,2025-11-29,Damaged,67401.15
300823,9015327,2025-11-25,Changed Mind,1717.76
300824,9015358,2024-03-03,Damaged,42890.59
300825,9015401,2024-09-14,Changed Mind,2512.43
300826,9015403,2025-11-20,Damaged,4064.94
300827,9015411,2024-11-14,Damaged,576.1
300828,9015442,2024-08-20,Late Delivery,2595.42
300829,9015461,2025-09-30,Changed Mind,1536.5
300830,9015471,2024-03-02,Wrong Item,1414.0
300831,9015472,2025-03-09,Late Delivery,12201.67
300832,9015489,2025-06-13,Quality Issue,538.37
300833,9015493,2024-08-13,Wrong Item,400.16
300834,9015539,2025-07-09,Changed Mind,1912.85
300835,9015595,2025-11-30,Damaged,700.94
300836,9015601,2025-04-08,Quality Issue,6728.62
300837,9015611,2024-01-25,Wrong Item,581.34
300838,9015613,2025-03-17,Damaged,1910.38
300839,9015620,2025-11-14,Wrong Item,4763.69
300840,9015638,2025-06-14,Quality Issue,6619.96
300841,9015646,2025-09-06,Wrong Item,936.79
300842,9015654,2025-12-06,Quality Issue,547.28
300843,9015698,2025-01-29,Wrong Item,614.14
300844,9015706,2025-04-21,Damaged,4376.63
300845,9015747,2025-08-27,Damaged,606.42
300846,9015799,2025-12-18,Changed Mind,218.03
300847,9015818,2024-10-15,Damaged,867.04
300848,9015823,2025-10-30,Changed Mind,3842.62
300849,9015858,2024-05-25,Damaged,1635.72
300850,9015866,2025-11-22,Changed Mind,477.96
300851,9015899,2025-12-07,Quality Issue,960.19
300852,9015901,2025-05-30,Quality Issue,20417.31
300853,9015905,2024-05-15,Changed Mind,52830.69
300854,9015927,2024-07-13,Quality Issue,1057.95
300855,9015937,2025-12-12,Damaged,556.66
300856,9015943,2024-10-14,Late Delivery,298.4
300857,9015985,2024-12-04,Damaged,499.63
300858,9016002,2025-05-14,Late Delivery,2819.05
300859,9016006,2024-04-12,Damaged,357.41
300860,9016011,2025-02-08,Damaged,3555.68
300861,9016013,2024-03-02,Quality Issue,651.78
300862,9016040,2025-06-09,Wrong Item,482.93
300863,9016059,2025-12-23,Quality Issue,3391.43
300864,9016063,2024-10-20,Changed Mind,458.21
300865,9016086,2025-05-20,Changed Mind,8451.1
300866,9016102,2024-02-29,Wrong Item,1242.75
300867,9016103,2024-03-18,Late Delivery,1228.9
300868,9016125,2024-08-14,Changed Mind,1499.74
300869,9016137,2024-04-23,Quality Issue,41017.16
300870,9016159,2025-07-12,Changed Mind,429.87
300871,9016177,2025-09-11,Quality Issue,1494.35
300872,9016178,2024-02-25,Changed Mind,1897.25
300873,9016191,2024-08-25,Late Delivery,5963.82
300874,9016219,2025-10-19,Late Delivery,1521.2
300875,9016231,2025-11-26,Late Delivery,1548.72
300876,9016239,2025-01-08,Wrong Item,1866.64
300877,9016246,2024-09-01,Damaged,1168.42
300878,9016248,2025-11-12,Wrong Item,20447.78
300879,9016268,2024-06-03,Quality Issue,841.24
300880,9016274,2024-03-29,Changed Mind,20236.78
300881,9016283,2025-09-10,Changed Mind,3886.41
300882,9016323,2024-06-23,Quality Issue,924.15
300883,9016325,2025-11-24,Quality Issue,1731.28
300884,9016346,2025-01-31,Late Delivery,3173.5
300885,9016354,2024-02-10,Damaged,2912.32
300886,9016380,2024-03-09,Quality Issue,3572.77
300887,9016381,2024-04-26,Wrong Item,1355.13
300888,9016382,2025-08-11,Damaged,46603.9
300889,9016439,2024-07-06,Wrong Item,1672.0
300890,9016447,2025-07-18,Damaged,4693.0
300891,9016461,2025-11-28,Late Delivery,242.13
300892,9016471,2024-09-07,Changed Mind,2507.64
300893,9016536,2024-10-11,Damaged,1050.74
300894,9016537,2024-09-04,Wrong Item,4706.86
300895,9016625,2024-03-04,Changed Mind,5183.12
300896,9016630,2025-12-03,Late Delivery,870.46
300897,9016641,2025-07-16,Wrong Item,901.82
300898,9016645,2025-11-21,Quality Issue,360.12
300899,9016657,2024-11-29,Changed Mind,1377.07
300900,9016659,2024-10-12,Wrong Item,3728.22
300901,9016667,2025-07-16,Wrong Item,2286.63
300902,9016687,2025-03-27,Damaged,607.77
300903,9016692,2025-04-07,Changed Mind,842.52
300904,9016701,2024-06-24,Changed Mind,1316.62
300905,9016722,2025-01-03,Quality Issue,1015.54
300906,9016731,2025-05-09,Late Delivery,66038.7
300907,9016735,2025-07-26,Changed Mind,2444.34
300908,9016743,2024-02-01,Damaged,1154.76
300909,9016755,2024-09-17,Damaged,2761.72
300910,9016756,2025-05-03,Late Delivery,863.99
300911,9016766,2025-08-26,Damaged,146.68
300912,9016768,2024-12-25,Changed Mind,526.2
300913,9016802,2025-08-15,Late Delivery,4589.33
300914,9016812,2024-10-27,Quality Issue,1241.31
300915,9016846,2024-06-21,Damaged,1964.75
300916,9016860,2025-11-10,Quality Issue,261.43
300917,9016877,2024-08-17,Damaged,1648.97
300918,9016882,2024-03-04,Damaged,99.0
300919,9016910,2025-07-27,Late Delivery,27766.41
300920,9016913,2024-02-05,Damaged,282.97
300921,9016932,2024-09-21,Quality Issue,2736.92
300922,9016961,2024-03-21,Wrong Item,2651.27
300923,9016983,2025-02-01,Late Delivery,676.41
300924,9016989,2024-11-27,Changed Mind,484.26
300925,9017017,2024-04-28,Changed Mind,524.2
300926,9017034,2025-10-10,Quality Issue,5375.09
300927,9017044,2025-02-14,Changed Mind,2847.83
300928,9017070,2024-11-16,Changed Mind,2106.58
300929,9017096,2025-10-06,Quality Issue,654.29
300930,9017107,2025-09-12,Wrong Item,6862.36
300931,9017112,2024-10-02,Wrong Item,1578.6
300932,9017118,2025-12-02,Late Delivery,1632.32
300933,9017143,2024-10-10,Late Delivery,355.62
300934,9017160,2025-09-28,Quality Issue,1249.63
300935,9017163,2025-02-16,Late Delivery,1286.38
300936,9017168,2024-08-14,Damaged,925.79
300937,9017227,2025-10-07,Changed Mind,3205.14
300938,9017248,2025-12-06,Late Delivery,8967.66
300939,9017268,2025-02-25,Damaged,6008.56
300940,9017273,2024-05-27,Wrong Item,735.79
300941,9017297,2025-10-16,Late Delivery,1052.07
300942,9017299,2024-09-23,Damaged,2630.8
300943,9017316,2025-03-04,Late Delivery,885.96
300944,9017353,2025-09-08,Wrong Item,1764.22
300945,9017392,2024-07-30,Damaged,2548.66
300946,9017417,2025-12-20,Damaged,1189.38
300947,9017418,2025-09-06,Late Delivery,3494.98
300948,9017427,2025-12-11,Late Delivery,376.17
300949,9017437,2025-05-27,Changed Mind,3242.98
300950,9017479,2024-02-24,Wrong Item,1489.15
300951,9017512,2025-04-13,Changed Mind,2945.5
300952,9017516,2024-04-20,Wrong Item,12666.38
300953,9017569,2024-12-04,Wrong Item,1084.84
300954,9017588,2025-02-01,Damaged,453.22
300955,9017596,2025-04-01,Wrong Item,503.58
300956,9017603,2025-05-27,Changed Mind,5978.44
300957,9017623,2025-12-03,Quality Issue,2186.06
300958,9017625,2025-10-22,Changed Mind,690.91
300959,9017627,2024-03-03,Damaged,1190.99
300960,9017654,2024-11-07,Late Delivery,1649.38
300961,9017687,2025-11-29,Changed Mind,1048.41
300962,9017693,2025-06-19,Changed Mind,14561.85
300963,9017699,2025-03-06,Damaged,18488.48
300964,9017759,2024-05-20,Damaged,1054.75
300965,9017775,2025-05-24,Changed Mind,8752.05
300966,9017797,2025-11-29,Late Delivery,3833.94
300967,9017798,2025-06-11,Quality Issue,3007.04
300968,9017808,2025-07-19,Late Delivery,34876.67
300969,9017813,2025-05-09,Damaged,476.07
300970,9017873,2025-08-24,Late Delivery,956.8
300971,9017879,2024-09-13,Late Delivery,459.41
300972,9017880,2024-10-11,Damaged,2886.52
300973,9017886,2025-12-31,Wrong Item,480.6
300974,9017928,2024-03-26,Wrong Item,1677.28
300975,9017962,2025-09-18,Wrong Item,3051.09
300976,9017965,2024-06-29,Late Delivery,450.91
300977,9017987,2024-03-24,Late Delivery,6168.61
300978,9018018,2024-08-29,Damaged,5264.76
300979,9018029,2024-08-18,Damaged,780.37
300980,9018034,2025-01-08,Quality Issue,370.03
300981,9018058,2025-02-02,Changed Mind,22645.03
300982,9018060,2025-07-06,Changed Mind,2320.59
